ID	DOCULECT	CONCEPT	SPANISH	VALUE	FORM	TOKENS	MORPHEMES	COGID	COGIDS	NOTES
1194	Yaminawa	bone	hueso	ʂaw	ʂaw	ʂ a w		125		
1195	Kashinawa_P	bone	hueso	ʂaw	ʂaw	ʂ a w		125		
1196	Kashinawa_B	bone	hueso	ʂau	ʂau	ʂ a u		125		
1197	Araona	bone	hueso	e-c̷oa	ec̷oa	e tʃ o a		125		
1198	Tacana	bone	hueso	e-c̷ao	ec̷ao	e tʃ a o		125		
1199	Cavinena	bone	hueso	e-c̷a(ʔ)o	ec̷ao	e tʃ a o		125		
1200	Ese_ejja	bone	hueso	e'saʔ	e'saʔ	e s a ʔ		125		
1201	Matses	meat (flesh)	carne	nami	nami	n a m i	meat	747		
1202	Matis	meat (flesh)	carne	nami	nami	n a m i		747		
1203	Marubo	meat (flesh)	carne	nami	nami	n a m i		747		
1204	Katukina	meat (flesh)	carne	nami	nami	n a m i		747		
1205	Shipibo_Konibo	meat (flesh)	carne	nami	nami	n a m i		747		
1206	Kapanawa	meat (flesh)	carne	nami	nami	n a m i		747		
1207	Arara	meat (flesh)	carne	nambi	nambi	n a m b i		747		
1208	Shanenawa	meat (flesh)	carne	nami	nami	n a m i		747		
1209	Yawanawa	meat (flesh)	carne	nami	nami	n a m i		747		
1210	Nukini	meat (flesh)	carne	nami	nami	n a m i		747		
1211	Poyanawa	meat (flesh)	carne	nambi	nambi	n a m b i		747		
1212	Iskonawa	meat (flesh)	carne	nami	nami	n a m i		747		
1213	Chakobo	meat (flesh)	carne	nami	nami	n a m i		747		
1214	Pakawara	meat (flesh)	carne	nami	nami	n a m i		747		
1215	Kakataibo	meat (flesh)	carne	nami	nami	n a m i		747		
1216	Kaxarari	meat (flesh)	carne	lami	lami	l a m i		747		
1217	Mastanawa	meat (flesh)	carne	dabi	dabi	d a b i		747		
1218	Chaninawa	meat (flesh)	carne	dabi	dabi	d a b i		747		
1219	Sharanawa	meat (flesh)	carne	dabi	dabi	d a b i		747		
1220	Amawaka	meat (flesh)	carne	nambi	nambi	n a m b i		747		
1221	Nawa	meat (flesh)	carne	dabi	dabi	d a b i		747		
1222	Marinawa	meat (flesh)	carne	danbi	danbi	d a n b i		747		
1223	Yaminawa	meat (flesh)	carne	dabi	dabi	d a b i		747		
1224	Kashinawa_P	meat (flesh)	carne	nami	nami	n a m i		747		
1225	Kashinawa_B	meat (flesh)	carne	nami	nami	n a m i		747		
1226	Araona	meat (flesh)	carne	emi	emi	e m i		747		
1227	Tacana	meat (flesh)	carne	aiča	aiča	a i tʃ a		748		
1228	Tacana	meat (flesh)	carne	yami	yami	j a m i		747		
1229	Cavinena	meat (flesh)	carne	e-rami	erami	e r a m i		747		
1230	Ese_ejja	meat (flesh)	carne	e-eyami	eeyami	eː j a m i		747		
1231	Matses	fat (grease)	grasa	βɨtʃi	βɨtʃi	β ɨ tʃ i	fat	358		
1232	Matis	fat (grease)	grasa	ʂɨnio	ʂɨnio	ʂ ɨ n i o		358		
1233	Marubo	fat (grease)	grasa	ʂɨni	ʂɨni	ʂ ɨ n i		358		
1234	Katukina	fat (grease)	grasa	xene	xene	x e n e		358		
1235	Shipibo_Konibo	fat (grease)	grasa	ʂɨni	ʂɨni	ʂ ɨ n i		358		
1236	Kapanawa	fat (grease)	grasa	ʂɨni	ʂɨni	ʂ ɨ n i		358		
1237	Shanenawa	fat (grease)	grasa	ʂɨni	ʂɨni	ʂ ɨ n i		358		
1238	Poyanawa	fat (grease)	grasa	hɨndi	hɨndi	h ɨ n d i		358		
1239	Iskonawa	fat (grease)	grasa	hɨni	hɨni	h ɨ n i		358		
1240	Chakobo	fat (grease)	grasa	ʂɨni	ʂɨni	ʂ ɨ n i		358		
1241	Kakataibo	fat (grease)	grasa	ʂɨni	ʂɨni	ʂ ɨ n i		358		
1242	Mastanawa	fat (grease)	grasa	ʃidi	ʃidi	ʃ i d i		358		
1243	Chaninawa	fat (grease)	grasa	ʂɨdi	ʂɨdi	ʂ ɨ d i		358		
1244	Sharanawa	fat (grease)	grasa	ʂɨdi	ʂɨdi	ʂ ɨ d i		358		
1245	Amawaka	fat (grease)	grasa	çɨndi	çɨndi	ç ɨ n d i		358		
1246	Nawa	fat (grease)	grasa	ʂɨdi	ʂɨdi	ʂ ɨ d i		358		
1247	Marinawa	fat (grease)	grasa	ʂɨndi	ʂɨndi	ʂ ɨ n d i		358		
1248	Yaminawa	fat (grease)	grasa	ʂɨdi	ʂɨdi	ʂ ɨ d i		358		
1249	Kashinawa_P	fat (grease)	grasa	ʂɨni	ʂɨni	ʂ ɨ n i		358		
1250	Araona	fat (grease)	grasa	etsei	etsei	e ts e i		358		
1251	Tacana	fat (grease)	grasa	etsei	etsei	e ts e i		358		
1252	Cavinena	fat (grease)	grasa	etseri	etseri	e ts e r i		358		
1253	Ese_ejja	fat (grease)	grasa	?	ʔ	ʔ		359		
1254	Matses	blood	sangre	intak	intak	i n + t a k	blood _tak	105		
1255	Matis	blood	sangre	imi	imi	i m i		106		
1256	Marubo	blood	sangre	imi	imi	i m i		106		
1257	Katukina	blood	sangre	himi	himi	h i m i		106		
1258	Shipibo_Konibo	blood	sangre	himi	himi	h i m i		106		
1259	Kapanawa	blood	sangre	himi	himi	h i m i		106		
1260	Arara	blood	sangre	imbi	imbi	i m b i		106		
1261	Shanenawa	blood	sangre	imi	imi	i m i		106		
1262	Yawanawa	blood	sangre	imi	imi	i m i		106		
1263	Nukini	blood	sangre	imĩ	imĩ	i m ĩ		106		
1264	Poyanawa	blood	sangre	imbi	imbi	i m b i		106		
1265	Iskonawa	blood	sangre	imi	imi	i m i		106		
1266	Chakobo	blood	sangre	himi	himi	h i m i		106		
1267	Pakawara	blood	sangre	himi	himi	h i m i		106		
1268	Kakataibo	blood	sangre	imi	imi	i m i		106		
1269	Kaxarari	blood	sangre	himi	himi	h i m i		106		
1270	Mastanawa	blood	sangre	ibi	ibi	i b i		106		
1271	Chaninawa	blood	sangre	ibi	ibi	i b i		106		
1272	Sharanawa	blood	sangre	ibi	ibi	i b i		106		
1273	Amawaka	blood	sangre	himbi	himbi	h i m b i		106		
1274	Nawa	blood	sangre	ibi	ibi	i b i		106		
1275	Marinawa	blood	sangre	inbi	inbi	i n b i		106		
1276	Yaminawa	blood	sangre	ibi	ibi	i b i		106		
1277	Kashinawa_P	blood	sangre	himi	himi	h i m i		106		
1278	Kashinawa_B	blood	sangre	himi	himi	h i m i		106		
1279	Araona	blood	sangre	ami	ami	a m i		106		
1280	Tacana	blood	sangre	ami	ami	a m i		106		
1281	Cavinena	blood	sangre	ami	ami	a m i		106		
1282	Ese_ejja	blood	sangre	e'na	e'na	e n a		104		
1283	Matses	root	raiz	tapun	tapun	t a p u n	root	918		
1284	Matis	root	raiz	ʂuku	ʂuku	ʂ u k u		923		
1285	Marubo	root	raiz	tapun	tapun	t a p u n		918		
1286	Shipibo_Konibo	root	raiz	tapun	tapun	t a p u n		918		
1287	Kapanawa	root	raiz	tapun	tapun	t a p u n		918		
1288	Arara	root	raiz	tapu	tapu	t a p u		918		
1289	Shanenawa	root	raiz	tapu	tapu	t a p u		918		
1290	Yawanawa	root	raiz	tapun	tapun	t a p u n		918		
1291	Poyanawa	root	raiz	tatʃa	tatʃa	t a tʃ a		919		
1292	Iskonawa	root	raiz	tapũ	tapũ	t a p ũ		918		
1293	Chakobo	root	raiz	tapunu	tapunu	t a p u n u		918		
1294	Pakawara	root	raiz	tapunu	tapunu	t a p u n u		918		
1295	Kakataibo	root	raiz	tapun	tapun	t a p u n		918		
1296	Kaxarari	root	raiz	tʃipunu	tʃipunu	tʃ i p u n u		1581		
1297	Mastanawa	root	raiz	taʧa	taʧa	t a tʃ a		919		
1298	Chaninawa	root	raiz	tapu	tapu	t a p u		918		
1299	Sharanawa	root	raiz	tat͡ʃa	tat͡ʃa	t a tʃ a		919		
1300	Amawaka	root	raiz	hi:	hi:	h iː		925		
1301	Nawa	root	raiz	tapu	tapu	t a p u		918		
1302	Marinawa	root	raiz	tapu	tapu	t a p u		918		
1303	Yaminawa	root	raiz	tapu	tapu	t a p u		918		
1304	Kashinawa_P	root	raiz	taʧa	taʧa	t a tʃ a		919		
1305	Kashinawa_B	root	raiz	tatʃa	tatʃa	t a tʃ a		919		
1306	Araona	root	raiz	akuitsaja	akuitsaja	a k u i ts a j a		920		
1307	Araona	root	raiz	tsaja	tsaja	ts a j a		920		
1308	Tacana	root	raiz	ed'au	ed'au	e d a u		922		
1309	Cavinena	root	raiz	etiri	etiri	e t i r i		921		
1310	Ese_ejja	root	raiz	esajja	esajja	e s a dʒː a		924		
1311	Matses	leaf	hoja	podo	podo	p o d o	wing	675		
1312	Matis	leaf	hoja	podo	podo	p o d o	leaf	675		
1313	Marubo	leaf	hoja	pɨi	pɨi	p ɨ i	leaf	673		
1314	Katukina	leaf	hoja	pei	pei	p e i		673		
1315	Shipibo_Konibo	leaf	hoja	pɨi	pɨi	p ɨ i	leaf	673		
1316	Kapanawa	leaf	hoja	pɨi	pɨi	p ɨ i	leaf	673		
1317	Arara	leaf	hoja	dipɨ	dipɨ	d i p ɨ		582		
1318	Shanenawa	leaf	hoja	pɨj	pɨj	p ɨ dʒ		673		
1319	Yawanawa	leaf	hoja	pɨi	pɨi	p ɨ i		673		
1320	Nukini	leaf	hoja	mãnɨ	mãnɨ	m ã n ɨ		674		
1321	Poyanawa	leaf	hoja	mandi	mandi	m a n d i		674		
1322	Iskonawa	leaf	hoja	pɨi	pɨi	p ɨ i		673		
1323	Chakobo	leaf	hoja	pɨ?i	pɨʔi	p ɨ ʔ i		673		
1324	Pakawara	leaf	hoja	pɨ?i	pɨʔi	p ɨ ʔ i		673		
1325	Kakataibo	leaf	hoja	pɨi	pɨi	p ɨ i		673		
1326	Kaxarari	leaf	hoja	himani	himani	h i m a n i		674		
1327	Mastanawa	leaf	hoja	pɨj	pɨj	p ɨ dʒ		673		
1328	Chaninawa	leaf	hoja	ʂɨpa	ʂɨpa	ʂ ɨ p a		679		
1329	Sharanawa	leaf	hoja	pɨi	pɨi	p ɨ i		673		
1330	Amawaka	leaf	hoja	mandi	mandi	m a n d i		674		
1331	Nawa	leaf	hoja	pɨj	pɨj	p ɨ dʒ		673		
1332	Marinawa	leaf	hoja	pɨj	pɨj	p ɨ dʒ		673		
1333	Yaminawa	leaf	hoja	pɨj	pɨj	p ɨ dʒ		673		
1334	Kashinawa_P	leaf	hoja	pɨj	pɨj	p ɨ dʒ		673		
1335	Kashinawa_B	leaf	hoja	pɨy	pɨy	p ɨ j		673		
1336	Araona	leaf	hoja	akui-iña	akuiiña	a k u iː ɲ a		604		
1337	Tacana	leaf	hoja	tutsua	tutsua	t u ts u a		677		
1338	Cavinena	leaf	hoja	ejaqui	ejaqui	e j a q u i		680		
1339	Cavinena	leaf	hoja	jata	jata	j a t a		676		
1340	Ese_ejja	leaf	hoja	iña	iña	i ɲ a		604		
1341	Matses	flower	flor	βakuɨ	βakuɨ	β a k u ɨ	child	454		
1342	Matis	flower	flor	wa	ua	u a		451		
1343	Marubo	flower	flor	wa	wa	w a		451		
1344	Katukina	flower	flor	hawa	hawa	h a w a		451		
1345	Shipibo_Konibo	flower	flor	hua	hua	h u a		448		
1346	Kapanawa	flower	flor	hua	hua	h u a		448		
1347	Arara	flower	flor	ua	ua	u a		448		
1348	Shanenawa	flower	flor	nina	nina	n i n a		452		
1349	Yawanawa	flower	flor	ua	ua	u a		448		
1350	Poyanawa	flower	flor	tʃuku	tʃuku	tʃ u k u		453		
1351	Iskonawa	flower	flor	ua	ua	u a		448		
1352	Chakobo	flower	flor	hua	hua	h u a		448		
1353	Pakawara	flower	flor	hua	hua	h u a		448		
1354	Kakataibo	flower	flor	rua	rua	r u a		449		
1355	Kaxarari	flower	flor	hihua	hihua	h i h u a		448		
1356	Mastanawa	flower	flor	ʧaɾu	ʧaɾu	tʃ a ɾ u		449		
1357	Chaninawa	flower	flor	t͡ʃaɾu	t͡ʃaɾu	tʃ a ɾ u		449		
1358	Sharanawa	flower	flor	t͡ʃaɾu	t͡ʃaɾu	tʃ a ɾ u		449		
1359	Amawaka	flower	flor	t͡ʃaɾu	t͡ʃaɾu	tʃ a ɾ u		449		
1360	Nawa	flower	flor	ʧaɾu	ʧaɾu	tʃ a ɾ u		449		
1361	Marinawa	flower	flor	ʧaɾu	ʧaɾu	tʃ a ɾ u		449		
1362	Yaminawa	flower	flor	ʧaɾu	ʧaɾu	tʃ a ɾ u		449		
1363	Kashinawa_P	flower	flor	hwa	hwa	hʷ a		448		
1364	Kashinawa_B	flower	flor	hua	hua	h u a		448		
1365	Araona	flower	flor	etsa	etsa	e ts a		455		
1366	Tacana	flower	flor	shasha	shasha	ʃ a ʃ a		450		
1367	Cavinena	flower	flor	shasha	shasha	ʃ a ʃ a		450		
1368	Ese_ejja	flower	flor	shasha	shasha	ʃ a ʃ a		450		
1369	Matses	fruit (berry)	fruta	βakuɨ	βakuɨ	β a k u ɨ	child	489		
1370	Matis	fruit (berry)	fruta	tʃitʃo	tʃitʃo	tʃ i tʃ o		389		
1371	Marubo	fruit (berry)	fruta	βimi	βimi	β i m i		487		
1372	Katukina	fruit (berry)	fruta	βimi	βimi	β i m i		487		
1373	Kanamari	fruit (berry)	fruta	βimi	βimi	β i m i		487		
1374	Shipibo_Konibo	fruit (berry)	fruta	βimi	βimi	β i m i		487		
1375	Kapanawa	fruit (berry)	fruta	βimi	βimi	β i m i		487		
1376	Arara	fruit (berry)	fruta	βimbi	βimbi	β i m b i		487		
1377	Shanenawa	fruit (berry)	fruta	fimi	fimi	f i m i		487		
1378	Yawanawa	fruit (berry)	fruta	βimi	βimi	β i m i		487		
1379	Nukini	fruit (berry)	fruta	βimĩ	βimĩ	β i m ĩ		487		
1380	Poyanawa	fruit (berry)	fruta	ũxi	ũxi	ũ x i		490		
1381	Iskonawa	fruit (berry)	fruta	βimi	βimi	β i m i		487		
1382	Chakobo	fruit (berry)	fruta	βimi	βimi	β i m i		487		
1383	Pakawara	fruit (berry)	fruta	βimi	βimi	β i m i		487		
1384	Kakataibo	fruit (berry)	fruta	βimi	βimi	β i m i		487		
1385	Kaxarari	fruit (berry)	fruta	wimi	wimi	w i m i		487		
1386	Mastanawa	fruit (berry)	fruta	ɸibi	ɸibi	ɸ i b i		487		
1387	Chaninawa	fruit (berry)	fruta	ɸibi	ɸibi	ɸ i b i		487		
1388	Sharanawa	fruit (berry)	fruta	ɸibi	ɸibi	ɸ i b i		487		
1389	Amawaka	fruit (berry)	fruta	wimbi	wimbi	w i m b i		487		
1390	Nawa	fruit (berry)	fruta	ɸibi	ɸibi	ɸ i b i		487		
1391	Marinawa	fruit (berry)	fruta	ɸinbi	ɸinbi	ɸ i n b i		487		
1392	Yaminawa	fruit (berry)	fruta	ɸibi	ɸibi	ɸ i b i		487		
1393	Kashinawa_P	fruit (berry)	fruta	βimi	βimi	β i m i		487		
1394	Kashinawa_B	fruit (berry)	fruta	βimi	βimi	β i m i		487		
1395	Araona	fruit (berry)	fruta	jaja	jaja	j a j a		488		
1396	Tacana	fruit (berry)	fruta	ejaja	ejaja	e j a j a		488		
1397	Cavinena	fruit (berry)	fruta	ecaca	ecaca	e c a c a		488		
1398	Ese_ejja	fruit (berry)	fruta	ejjajja	ejjajja	e dʒː a dʒː a		488		
1399	Matses	seed	semilla	ɨʂɨ	ɨʂɨ	ɨ ʂ ɨ	seed	999		
1400	Matis	seed	semilla	ɨʂɨ	ɨʂɨ	ɨ ʂ ɨ		999		
1401	Marubo	seed	semilla	ɨʂɨ	ɨʂɨ	ɨ ʂ ɨ		999		
1402	Katukina	seed	semilla	hexhe	hexhe	h e xʰ e		999		
1403	Kanamari	seed	semilla	hɨsɨ	hɨsɨ	h ɨ s ɨ		999		
1404	Shipibo_Konibo	seed	semilla	βɨru	βɨru	β ɨ r u	eye	1000	3	
1405	Kapanawa	seed	semilla	βɨru	βɨru	β ɨ r u	eye	1000		
1406	Arara	seed	semilla	ɨʂɨ	ɨʂɨ	ɨ ʂ ɨ		999		
1407	Shanenawa	seed	semilla	ɨʂɨ	ɨʂɨ	ɨ ʂ ɨ		999		
1408	Yawanawa	seed	semilla	ɨʂɨ	ɨʂɨ	ɨ ʂ ɨ		999		
1409	Nukini	seed	semilla	ɨhu	ɨhu	ɨ h u		999		
1410	Poyanawa	seed	semilla	ɨhɨ	ɨhɨ	ɨ h ɨ		999		
1411	Iskonawa	seed	semilla	ɨhɨ	ɨhɨ	ɨ h ɨ		999		
1412	Chakobo	seed	semilla	βɨru	βɨru	β ɨ r u		1000		
1413	Pakawara	seed	semilla	βiru	βiru	β i r u		1000		
1414	Kakataibo	seed	semilla	βɨru	βɨru	β ɨ r u		1000		
1415	Kaxarari	seed	semilla	wanatu	wanatu	w a n a t u		1003		
1416	Mastanawa	seed	semilla	ɨʂɨ	ɨʂɨ	ɨ ʂ ɨ		999		
1417	Chaninawa	seed	semilla	ɨʂi	ɨʂi	ɨ ʂ i		999		
1418	Sharanawa	seed	semilla	ɨʂɨ	ɨʂɨ	ɨ ʂ ɨ		999		
1419	Amawaka	seed	semilla	hɨçɨ	hɨçɨ	h ɨ ç ɨ		999		
1420	Nawa	seed	semilla	ɨʂɨ	ɨʂɨ	ɨ ʂ ɨ		999		
1421	Marinawa	seed	semilla	ɨʂɨ	ɨʂɨ	ɨ ʂ ɨ		999		
1422	Yaminawa	seed	semilla	ɨʂɨ	ɨʂɨ	ɨ ʂ ɨ		999		
1423	Kashinawa_P	seed	semilla	hɨʂɨ	hɨʂɨ	h ɨ ʂ ɨ		999		
1424	Kashinawa_B	seed	semilla	hɨʂɨ	hɨʂɨ	h ɨ ʂ ɨ		999		
1425	Araona	seed	semilla	jaja	jaja	j a j a		1001		
1426	Tacana	seed	semilla	ejaja	ejaja	e j a j a		1001		
1427	Cavinena	seed	semilla	marucaji	marucaji	m a r u c a j i		1004		
1428	Cavinena	seed	semilla	mada ijaca	mada ijaca	m a d a # i j a c a		1002		
1429	Ese_ejja	seed	semilla	eso	eso	e s o		999		
1430	Matses	bark [of tree]	corteza	βitsi	βitsi	β i ts i	skin	49		
1431	Matis	bark [of tree]	corteza	βidtsi	βidtsi	β i dts/ts i	skin	49		
1432	Marubo	bark [of tree]	corteza	ʂaka	ʂaka	ʂ a k a		48		
1433	Shipibo_Konibo	bark [of tree]	corteza	ʂaka	ʂaka	ʂ a k a		48		
1434	Shipibo_Konibo	bark [of tree]	corteza	βitʃi	βitʃi	β i tʃ i	skin	49		
1435	Kapanawa	bark [of tree]	corteza	ʂaka	ʂaka	ʂ a k a		48		
1436	Arara	bark [of tree]	corteza	ʃaka	ʃaka	ʃ a k a		48		
1437	Shanenawa	bark [of tree]	corteza	ʂaka	ʂaka	ʂ a k a		48		
1438	Nukini	bark [of tree]	corteza	haka	haka	h a k a		48		
1439	Poyanawa	bark [of tree]	corteza	haka	haka	h a k a		48		
1440	Iskonawa	bark [of tree]	corteza	βiʧi	βiʧi	β i tʃ i		49		
1441	Iskonawa	bark [of tree]	corteza	haka	haka	h a k a		48		
1442	Chakobo	bark [of tree]	corteza	ʂakata	ʂakata	ʂ a k a t a		48		
1443	Chakobo	bark [of tree]	corteza	βitʃi	βitʃi	β i tʃ i		49		
1444	Kakataibo	bark [of tree]	corteza	ʂaka	ʂaka	ʂ a k a		48		
1445	Mastanawa	bark [of tree]	corteza	hɨpu	hɨpu	h ɨ p u		51		
1446	Chaninawa	bark [of tree]	corteza	ʂaka	ʂaka	ʂ a k a		48		
1447	Sharanawa	bark [of tree]	corteza	pɨɸit͡ʃi	pɨɸit͡ʃi	p ɨ ɸ i tʃ i		1552		
1448	Amawaka	bark [of tree]	corteza	çaka	çaka	ç a k a		48		
1449	Nawa	bark [of tree]	corteza	diditi	diditi	d i d i t i		50		
1450	Marinawa	bark [of tree]	corteza	pɨsi	pɨsi	p ɨ s i		52		
1451	Yaminawa	bark [of tree]	corteza	ɸiʧi	ɸiʧi	ɸ i tʃ i		49		
1452	Kashinawa_P	bark [of tree]	corteza	ʂaka	ʂaka	ʂ a k a		48		
1453	Kashinawa_B	bark [of tree]	corteza	ʂaka	ʂaka	ʂ a k a		48		
1454	Araona	bark [of tree]	corteza	biki	biki	b i k i		49		
1455	Tacana	bark [of tree]	corteza	ebiti	ebiti	e b i t i		49		
1456	Cavinena	bark [of tree]	corteza	biti	biti	b i t i		49		
1457	Ese_ejja	bark [of tree]	corteza	ejè	ejè	e j è/e		53		
1458	Matses	stick [of wood]	palo	kueste	kueste	k u e s + t e	hit _te	1193		
1459	Matis	stick [of wood]	palo	kueste	kueste	k u e s + t e	hit _te	1193		
1460	Marubo	stick [of wood]	palo	tʃinti	tʃinti	tʃ i n t i		1194		
1461	Shipibo_Konibo	stick [of wood]	palo	hiwi	hiwi	h i w i	wood	1191		
1462	Kapanawa	stick [of wood]	palo	hiwi	hiwi	h i w i	wood	1191		
1463	Arara	stick [of wood]	palo	iwi	iwi	i w i		1191		
1464	Shanenawa	stick [of wood]	palo	iɸi	iɸi	i ɸ i		1191		
1465	Yawanawa	stick [of wood]	palo	iβi	iβi	i β i		1191		
1466	Nukini	stick [of wood]	palo	iβi	iβi	i β i		1191		
1467	Iskonawa	stick [of wood]	palo	iwi	iwi	i w i		1191		
1468	Chakobo	stick [of wood]	palo	hiwi	hiwi	h i w i		1191		
1469	Pakawara	stick [of wood]	palo	iwi	iwi	i w i		1191		
1470	Kakataibo	stick [of wood]	palo	i	i	i		1191		
1471	Kaxarari	stick [of wood]	palo	hiwi	hiwi	h i w i		1191		
1472	Mastanawa	stick [of wood]	palo	iwi	iwi	i w i		1191		
1473	Chaninawa	stick [of wood]	palo	iβi	iβi	i β i		1191		
1474	Sharanawa	stick [of wood]	palo	iwi	iwi	i w i		1191		
1475	Amawaka	stick [of wood]	palo	hi	hi	h i		1191		
1476	Nawa	stick [of wood]	palo	ibi	ibi	i b i		1191		
1477	Marinawa	stick [of wood]	palo	ibi	ibi	i b i		1191		
1478	Yaminawa	stick [of wood]	palo	ibi	ibi	i b i		1191		
1479	Kashinawa_P	stick [of wood]	palo	hiʔ	hiʔ	h i ʔ		1191		
1480	Kashinawa_B	stick [of wood]	palo	hi	hi	h i		1191		
1481	Araona	stick [of wood]	palo	akui-shokue	akuishokue	a k u i ʃ o k u e		1196		
1482	Tacana	stick [of wood]	palo	aki riji	aki riji	a k i # r i j i		1195		
1483	Cavinena	stick [of wood]	palo	acui	acui	a c u i		1192		
1484	Ese_ejja	stick [of wood]	palo	acui	acui	a c u i		1192		
1485	Matses	ashes	ceniza	isisapuk	isisapuk	i s i s + a + p u k	_warm _a ash	26	1541 26	
1486	Matis	ashes	ceniza	tsismapuk	tsismapuk	ts i s + m a p u k	_fire ash	26	1540 26	
1487	Marubo	ashes	ceniza	miʃpu	miʃpu	m i ʃ + p u	_small ash	26	1508 26	
1488	Shipibo_Konibo	ashes	ceniza	tʃi mapu	tʃi mapu	tʃ i + m a p u	_fire ash	26	1540 26	
1489	Kapanawa	ashes	ceniza	tʃi mapu	tʃi mapu	tʃ i + m a p u	_fire ash	26	1540 26	
1490	Arara	ashes	ceniza	bapu	bapu	b a p u	ash	26		
1491	Shanenawa	ashes	ceniza	mapu	mapu	m a p u		26	26	
1492	Iskonawa	ashes	ceniza	hɨna mapu	hɨna mapu	h ɨ n a + m a p u	_? ash	26	1539 26	
1493	Chakobo	ashes	ceniza	tʃi?imiʃpu	tʃiʔimiʃpu	tʃ i ʔ i + m i ʃ + p u	_fire _small ash	26	1540 1508 26	
1494	Pakawara	ashes	ceniza	miʃpu	miʃpu	m i ʃ + p u	_small ash	26	1508 26	
1495	Kakataibo	ashes	ceniza	tʃimapo	tʃimapo	tʃ i + m a p o	_fire ash	26	1540 26	
1496	Kaxarari	ashes	ceniza	mapuu	mapuu	m a p uː	ash	26		
1497	Mastanawa	ashes	ceniza	bapu	bapu	b a p u		26		
1498	Chaninawa	ashes	ceniza	βapu	βapu	β a p u	ash	26		
1499	Sharanawa	ashes	ceniza	t͡ʃibapu	t͡ʃibapu	tʃ i + b a p u	_fire ash	26	1540 26	
1500	Amawaka	ashes	ceniza	kuɾu	kuɾu	k u ɾ u		28		
1501	Nawa	ashes	ceniza	bapu	bapu	b a p u		26		
1502	Marinawa	ashes	ceniza	bapu	bapu	b a p u		26		
1503	Yaminawa	ashes	ceniza	bapu	bapu	b a p u		26		
1504	Kashinawa_P	ashes	ceniza	mapu	mapu	m a p u	ash	26		
1505	Kashinawa_B	ashes	ceniza	tʃimapu	tʃimapu	tʃ i + m a p u	_fire ash	26	1540 26	
1506	Araona	ashes	ceniza	timo	timo	t i m o		27		
1507	Tacana	ashes	ceniza	etimu	etimu	e t i m u		27		
1508	Cavinena	ashes	ceniza	muru	muru	m u r u		1547		
1509	Ese_ejja	ashes	ceniza	cuaquimajjo	cuaquimajjo	c u a qu/k i + m a dʒː o		29	29 1542	
1510	Matses	woods (forest)	bosque (= monte in Peru)	nimɨduk	nimɨduk	n i + m ɨ d u k	woods _mɨduk	1516		
1511	Matis	woods (forest)	bosque (= monte in Peru)	ni	ni	n i		1511		
1512	Marubo	woods (forest)	bosque (= monte in Peru)	ni	ni	n i		1511		
1513	Katukina	woods (forest)	bosque (= monte in Peru)	nii	nii	n iː		1511		
1514	Shipibo_Konibo	woods (forest)	bosque (= monte in Peru)	ni	ni	n i		1511		
1515	Kapanawa	woods (forest)	bosque (= monte in Peru)	ni	ni	n i		1511		
1516	Arara	woods (forest)	bosque (= monte in Peru)	di	di	d i		1511		
1517	Shanenawa	woods (forest)	bosque (= monte in Peru)	ni	ni	n i		1511		
1518	Yawanawa	woods (forest)	bosque (= monte in Peru)	ni	ni	n i		1511		
1519	Nukini	woods (forest)	bosque (= monte in Peru)	hamu	hamu	h a m u		1517		
1520	Poyanawa	woods (forest)	bosque (= monte in Peru)	di	di	d i		1511		
1521	Iskonawa	woods (forest)	bosque (= monte in Peru)	ni	ni	n i		1511		
1522	Chakobo	woods (forest)	bosque (= monte in Peru)	ni?i	niʔi	n i ʔ i		1511		
1523	Kakataibo	woods (forest)	bosque (= monte in Peru)	ni	ni	n i		1511		
1524	Kaxarari	woods (forest)	bosque (= monte in Peru)	utʃa	utʃa	u tʃ a		1515		
1525	Mastanawa	woods (forest)	bosque (= monte in Peru)	di:	di:	d iː		1511		
1526	Chaninawa	woods (forest)	bosque (= monte in Peru)	di:	di:	d iː		1511		
1527	Sharanawa	woods (forest)	bosque (= monte in Peru)	di	di	d i		1511		
1528	Amawaka	woods (forest)	bosque (= monte in Peru)	niʔi	niʔi	n i ʔ i		1511		
1529	Nawa	woods (forest)	bosque (= monte in Peru)	di	di	d i		1511		
1530	Marinawa	woods (forest)	bosque (= monte in Peru)	di	di	d i		1511		
1531	Yaminawa	woods (forest)	bosque (= monte in Peru)	di	di	d i		1511		
1532	Kashinawa_P	woods (forest)	bosque (= monte in Peru)	niβu	niβu	n i β u		1511		
1533	Kashinawa_B	woods (forest)	bosque (= monte in Peru)	ni	ni	n i		1511		
1534	Araona	woods (forest)	bosque (= monte in Peru)	eiye	eiye	e i j e		1512		
1535	Tacana	woods (forest)	bosque (= monte in Peru)	?	ʔ	ʔ		1518		
1536	Cavinena	woods (forest)	bosque (= monte in Peru)	equique	equique	e q u i q u e		1513		
1537	Ese_ejja	woods (forest)	bosque (= monte in Peru)	?	ʔ	ʔ		1514		
1538	Matses	mountain	montaña (hill = cerro loma)	makuɨʂ	makuɨʂ	m a k u ɨ ʂ	head _kuɨs	760		
1539	Matis	mountain	montaña (hill = cerro loma)	udukute	udukute	u d u + k u t e		763		
1540	Marubo	mountain	montaña (hill = cerro loma)	matʃi	matʃi	m a tʃ i		741		
