ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	COGID
953	Amawaka	heart	huinti	huinti	h u i n + t i		566
954	Nawa	heart	uɨnti	uɨnti	u ɨ n + t i		566
955	Marinawa	heart	uɨnti	uɨnti	u ɨ n + t i		566
956	Yaminawa	heart	uwɨti	uwɨti	u w ɨ + t i		566
957	Kashinawa_P	heart	ɸujnti	ɸujnti	ɸ u j n + t i		566
958	Kashinawa_B	heart	huĩti	huĩti	h u ĩ + t i		566
959	Araona	heart	mosoho	mosoho	m o s o h o		568
3443	Matses	heavy	iwɨ	iwɨ	i w ɨ		573
3444	Matis	heavy	iwɨ	iwɨ	i w ɨ		573
3445	Marubo	heavy	ɨwɨ	ɨwɨ	ɨ w ɨ		573
3446	Katukina	heavy	ewe	ewe	e w e		573
3447	Shipibo_Konibo	heavy	ɨwɨ	ɨwɨ	ɨ w ɨ		573
3448	Kapanawa	heavy	iwɨ	iwɨ	i w ɨ		573
3449	Shanenawa	heavy	juitapa	juitapa	j u i t a p a		576
3450	Yawanawa	heavy	iwɨ	iwɨ	i w ɨ		573
3451	Iskonawa	heavy	hakama	hakama	h a k a m a		575
3452	Chakobo	heavy	iwɨ	iwɨ	i w ɨ		573
3453	Pakawara	heavy	iwɨ	iwɨ	i w ɨ		573
3454	Kakataibo	heavy	iɨ	iɨ	i ɨ		573
3455	Kaxarari	heavy	naiwɨ	naiwɨ	n a i w ɨ		573
3456	Mastanawa	heavy	ɨwɨ	ɨwɨ	ɨ w ɨ		573
3457	Chaninawa	heavy	ɨwɨ	ɨwɨ	ɨ w ɨ		573
3458	Sharanawa	heavy	ɨwɨ	ɨwɨ	ɨ w ɨ		573
3459	Amawaka	heavy	ijɨ	ijɨ	i j ɨ		573
3460	Nawa	heavy	ɨwɨ	ɨwɨ	ɨ w ɨ		573
3461	Marinawa	heavy	iwɨ	iwɨ	i w ɨ		573
3462	Yaminawa	heavy	ɨwɨ	ɨwɨ	ɨ w ɨ		573
3463	Kashinawa_P	heavy	ʂankama	ʂankama	ʂ a n k a m a		575
3464	Kashinawa_B	heavy	ʂãkama	ʂãkama	ʂ ã k a m a		575
3465	Araona	heavy	abikue	abikue	a b i k u e		574
3879	Matses	here	nɨ	nɨ	n ɨ		577
3880	Matis	here	nɨ	nɨ	n ɨ		577
3881	Marubo	here	nɨnu	nɨnu	n ɨ n u		577
3882	Katukina	here	nenu	nɨnu	n ɨ n u		577
3883	Katukina	here	ninu	ninu	n i n u		577
3884	Shipibo_Konibo	here	nɨ	nɨ	n ɨ		577
3885	Kapanawa	here	nɨnu	nɨnu	n ɨ n u		577
3886	Kapanawa	here	nɨaβi	nɨaβi	n ɨ a + β i		577
3887	Shanenawa	here	nɨnu	nɨnu	n ɨ n u		577
3888	Yawanawa	here	nɨnu	nɨnu	n ɨ n u		577
3889	Poyanawa	here	nĩdu	nindu	n i nd u		577
3890	Iskonawa	here	ninu	ninu	n i n u		577
3891	Chakobo	here	nëa	nɨa	n ɨ a		577
3892	Chakobo	here	nëbi	nɨbi	n ɨ b i		577
3893	Chakobo	here	nëri	nɨri	n ɨ r i		577
3894	Kakataibo	here	ɨnu	ɨnu	ɨ n u		577
3895	Mastanawa	here	dɨdu	dɨdu	d ɨ d u		577
3896	Chaninawa	here	tɨdu	tɨdu	t ɨ d u		577
3897	Sharanawa	here	dɨdu	dɨdu	d ɨ d u		577
3898	Amawaka	here	nɨndu	nɨndu	n ɨ ⁿd u		577
3899	Nawa	here	dɨdu	dɨdu	d ɨ d u		577
3900	Marinawa	here	dɨndu	dɨndu	d ɨ ⁿd u		577
3901	Yaminawa	here	dɨdu	dɨdu	d ɨ d u		577
3902	Kashinawa_P	here	nɨnu	nɨnu	n ɨ n u		577
3903	Araona	here	dyo	dyo	d j o		578
3904	Araona	here	jidyo	jidyo	j i d j o		578
3905	Araona	here	owe	owe	o w e		507
2698	Matses	hit	kues	kues	k u e s		515
2699	Matis	hit	kues	kues	k u e s		515
2700	Marubo	hit	riʃki	riʃki	r i ʃ k i		587
2701	Katukina	hit	rixki	rixki	r i x/ʂ k i		587
2702	Shipibo_Konibo	hit	riʃki	riʃki	r i ʃ k i		587
2703	Kapanawa	hit	riʃki	riʃki	r i ʃ k i		587
2704	Shanenawa	hit	kuʂa	kuʂa	k u ʂ a		585
2705	Yawanawa	hit	kuʃa	kuʃa	k u ʃ a		585
2706	Poyanawa	hit	burutu	burutu	b u r u t u		592
2707	Iskonawa	hit	mɨ	mɨ	m ɨ		588
2708	Chakobo	hit	tʃaka	tʃaka	tʃ a k a		589
2709	Chakobo	hit	tuʂ	tuʂ	t u ʂ		532
2710	Chakobo	hit	raʃi	raʃi	r a ʃ i		590
2711	Kakataibo	hit	mɨ	mɨ	m ɨ		588
2712	Mastanawa	hit	kuʂa	kuʂa	k u ʂ a		585
2713	Chaninawa	hit	sɨtɨ	sɨtɨ	s ɨ t ɨ		586
2714	Chaninawa	hit	kuʃa	kuʃa	k u ʃ a		585
2715	Sharanawa	hit	t͡sɨtɨ	t͡sɨtɨ	ts ɨ t ɨ		586
2716	Amawaka	hit	mɨʔɨ	mɨʔɨ	m ɨ ʔ ɨ		588
2717	Nawa	hit	sɨtɨj	sɨtɨ	s ɨ t ɨ		586
2718	Marinawa	hit	sɨtɨ	sɨtɨ	s ɨ t ɨ		586
2719	Yaminawa	hit	sɨtɨ	sɨtɨ	s ɨ t ɨ		586
2720	Kashinawa_P	hit	ʧaka	ʧaka	tʃ a k a		589
2721	Araona	hit	ishe	ishe	i ʃ e		595
2434	Matses	hold [in hand]	sanan	sanan	s a n a n		601
2435	Matis	hold [in hand]	tɨdin	tɨdin	t ɨ d i n		538
2436	Marubo	hold [in hand]	tuin	tuin	t u i n		598
2437	Katukina	hold [in hand]	tuyna	tuina	t u i n a		598
2438	Shipibo_Konibo	hold [in hand]	βi	βi	β i		599
2439	Kapanawa	hold [in hand]	βi	βi	β i		599
2440	Shanenawa	hold [in hand]	tʃuma	tʃuma	tʃ u m a		597
2441	Iskonawa	hold [in hand]	achi	achi	a tʃ i		596
2442	Chakobo	hold [in hand]	atʃa	atʃa	a tʃ a		596
2443	Kakataibo	hold [in hand]	tuin	βi	β i		598
2444	Mastanawa	hold [in hand]	aʧi	aʧi	a tʃ i		596
2445	Chaninawa	hold [in hand]	t͡suba	t͡suba	ts u b a		597
2446	Sharanawa	hold [in hand]	t͡suba	t͡suba	ts u b a		597
2447	Amawaka	hold [in hand]	at͡ʃi	at͡ʃi	a tʃ i		596
2448	Nawa	hold [in hand]	aʧi	aʧi	a tʃ i		596
2449	Marinawa	hold [in hand]	jata	jata	j a t a		596
2450	Yaminawa	hold [in hand]	aʧi	aʧi	a tʃ i		596
2451	Kashinawa_P	hold [in hand]	tsuma	tsuma	ts u m a		597
2452	Araona	hold [in hand]	iña	iña	i ɲ a		600
4352	Matses	how [interr.]	midapad	midapad	m i d a + p a d		606
4353	Matis	how [interr.]	mitsipadentsi	mitsipadentsi	m i ts i + p a d e n ts i		606
4354	Marubo	how [interr.]	awɨ	awɨ	a w ɨ		610
4355	Shipibo_Konibo	how [interr.]	hawɨkɨska	hawɨkɨska	h a w ɨ + k ɨ s k a		610
4356	Kapanawa	how [interr.]	hɨnkɨtsa	hɨnkɨtsa	h ɨ n k ɨ + ts a		611
4357	Shanenawa	how [interr.]	haska	haska	h a s k a		610
4358	Yawanawa	how [interr.]	auɨsa	awɨsa	a w ɨ s a		610
4359	Poyanawa	how [interr.]	auarra	auarra	a u a r a		610
4360	Iskonawa	how [interr.]	ahujakɨsa	ahujakɨsa	a h u j a k ɨ s a		607
4361	Chakobo	how [interr.]	hɨnawa	hɨnawa	h ɨ n a w a		613
4362	Kakataibo	how [interr.]	uisao	uisao	u i s a o		610
4363	Mastanawa	how [interr.]	awɨskaj	awɨska	a w ɨ s k a		610
4364	Chaninawa	how [interr.]	awɨska	awɨska	a w ɨ s k a		610
4365	Sharanawa	how [interr.]	awɨska	awɨska	a w ɨ s k a		610
4366	Amawaka	how [interr.]	kɨsa	kɨsa	k ɨ s a		544
4367	Nawa	how [interr.]	awɨska	awɨska	a w ɨ s k a		610
4368	Marinawa	how [interr.]	awɨskamɨ	awɨskamɨ	a w ɨ s k a m ɨ		610
4369	Marinawa	how [interr.]	awɨskaki	awɨskaki	a w ɨ s k a k i		610
4370	Yaminawa	how [interr.]	awɨkaʂu	awɨkaʂu	a w ɨ k a ʂ u		610
4371	Kashinawa_P	how [interr.]	haska	haska	h a s k a		610
4372	Araona	how [interr.]	kuipa	kuipa	k u i p a		615
3143	Matses	hunt	kapu	kapu	k a p u		619
3144	Matis	hunt	kapo	kapo	k a + p o		619
3145	Marubo	hunt	nika	nika	n i k a		629
3146	Katukina	hunt	nii	nii	n iː		629
3147	Shipibo_Konibo	hunt	yumera	yumera	j u m e r a		620
3148	Kapanawa	hunt	yumɨra	yumɨra	j u m ɨ r a		620
3149	Shanenawa	hunt	ni	ni	n i		629
3150	Nukini	hunt	aiβũ	aiβũ	a i β ũ		630
3151	Chakobo	hunt	pasu	pasu	p a s u		547
3152	Kakataibo	hunt	ɲu ʔa	ɲu ʔa	ɲ u + ʔ a		625
3153	Kaxarari	hunt	utʃa	utʃa	u tʃ a		627
3154	Mastanawa	hunt	dja	di	d i		628
3155	Chaninawa	hunt	di:ka	dika	d i + k a		629
3156	Sharanawa	hunt	ɾɨtɨ	ɾɨtɨ	ɾ ɨ t ɨ		616
3157	Amawaka	hunt	bi ʔana	biʔana	b i ʔ a n a		621
3158	Amawaka	hunt	ɾɨtɨ	ɾɨtɨ	ɾ ɨ t ɨ		616
3159	Nawa	hunt	di ka	di ka	d i + k a		629
3160	Marinawa	hunt	ɾɨtɨ	ɾɨtɨ	ɾ ɨ t ɨ		616
3161	Yaminawa	hunt	mɨpɨnaj	mɨpɨna	m ɨ p ɨ n a		632
3162	Kashinawa_P	hunt	tsaka	tsaka	ts a k a		629
3163	Kashinawa_B	hunt	piajaka	piajaka	p i a j a k a		626
3164	Araona	hunt	kuade	kuade	k u a d e		622
3165	Araona	hunt	pisa	pisa	p i s a		618
3166	Araona	hunt	tsa	tsa	ts a		545
281	Matses	husband	βɨnɨ	βɨnɨ	β ɨ n ɨ		634
282	Matis	husband	βɨnɨ	βɨnɨ	β ɨ n ɨ		634
283	Marubo	husband	βɨnɨ	βɨnɨ	β ɨ n ɨ		634
284	Katukina	husband	βuni	βuni	β u n i		634
285	Shipibo_Konibo	husband	βɨnɨ	βɨnɨ	β ɨ n ɨ		634
286	Kapanawa	husband	βɨnɨ	βɨnɨ	β ɨ n ɨ		634
287	Shanenawa	husband	ɸɨnɨ	ɸɨnɨ	ɸ ɨ n ɨ		634
288	Yawanawa	husband	βɨnɨ	βɨnɨ	β ɨ n ɨ		634
289	Nukini	husband	βɨnɨ	βɨnɨ	β ɨ n ɨ		634
290	Poyanawa	husband	βɨdɨ	βɨdɨ	β ɨ d ɨ		634
291	Iskonawa	husband	βɨnɨ	βɨnɨ	β ɨ n ɨ		634
292	Chakobo	husband	βɨnɨ	βɨnɨ	β ɨ n ɨ		634
293	Pakawara	husband	wɨnɨ	wɨnɨ	w ɨ n ɨ		634
294	Kakataibo	husband	βɨnɨ	βɨnɨ	β ɨ n ɨ		634
295	Kaxarari	husband	wɨnɨ	wɨnɨ	w ɨ n ɨ		634
296	Mastanawa	husband	ɨnhuɨdɨ	ɨnhuɨdɨ	ɨ n w ɨ d ɨ		634
297	Chaninawa	husband	dukuɸɨdɨ	dukuɸɨdɨ	d u k u ɸ ɨ d ɨ		634
298	Chaninawa	husband	ɨwɨɸɨdɨ	ɨwɨɸɨdɨ	ɨ w ɨ ɸ ɨ d ɨ		634
299	Sharanawa	husband	ɸɨdɨ	ɸɨdɨ	ɸ ɨ d ɨ		634
300	Amawaka	husband	wɨndɨ	wɨndɨ	w ɨ ⁿd ɨ		634
301	Nawa	husband	ɸɨdɨ	ɸɨdɨ	ɸ ɨ d ɨ		634
302	Marinawa	husband	ɸɨndi	ɸɨndi	ɸ ɨ ⁿd i		634
303	Yaminawa	husband	wɨdɨ	wɨdɨ	w ɨ d ɨ		634
304	Kashinawa_P	husband	βɨni	βɨni	β ɨ n i		634
305	Kashinawa_B	husband	βɨnɨ	βɨnɨ	β ɨ n ɨ		634
306	Araona	husband	eawe	eawe	e a w e		635
2672	Matses	kill	ak	ak	a k		639
2673	Matis	kill	ak	ak	a k		639
2674	Marubo	kill	jamama	jamama	j a m a m a		645
2675	Katukina	kill	atan	atan	a t a n		646
2676	Katukina	kill	maki	maki	m a k i		552
2677	Shipibo_Konibo	kill	rɨtɨ	rɨtɨ	r ɨ t ɨ		638
2678	Kapanawa	kill	rɨtɨ	rɨtɨ	r ɨ t ɨ		638
2679	Shanenawa	kill	rɨtɨ	rɨtɨ	r ɨ t ɨ		638
2680	Yawanawa	kill	rɨtɨ	rɨtɨ	r ɨ t ɨ		638
2681	Nukini	kill	rɨtɨ	rɨtɨ	r ɨ t ɨ		638
2682	Poyanawa	kill	kuja	kuja	k u j a		644
2683	Iskonawa	kill	marɨ	marɨ	m a + r ɨ		642
2684	Chakobo	kill	kaka	kaka	k a k a		641
2685	Chakobo	kill	tɨpas	tɨpas	t ɨ p a s		550
2686	Pakawara	kill	aha	aha	a h a		639
2687	Kakataibo	kill	rɨ	rɨ	r ɨ		638
2688	Kaxarari	kill	?a	ʔa	ʔ a		639
2689	Mastanawa	kill	ɾɨtɨ	ɾɨtɨ	ɾ ɨ t ɨ		638
2690	Chaninawa	kill	ɾɨtɨ	ɾɨtɨ	ɾ ɨ t ɨ		638
2691	Sharanawa	kill	ɾɨtɨ	ɾɨtɨ	ɾ ɨ t ɨ		638
2692	Amawaka	kill	ɾɨtɨ	ɾɨtɨ	ɾ ɨ t ɨ		638
2693	Nawa	kill	ɾɨtɨj	ɾɨtɨ	ɾ ɨ t ɨ		638
2694	Marinawa	kill	ɾɨtɨ	ɾɨtɨ	ɾ ɨ t ɨ		638
2695	Yaminawa	kill	ɾɨtɨ	ɾɨtɨ	ɾ ɨ t ɨ		638
2696	Kashinawa_P	kill	tɨnja	tɨnia	t ɨ n j a		647
2697	Araona	kill	iše	iše	i ʃ e		648
3042	Matses	know [facts]	tantia	tanti	t a n t i + a		652
3043	Matis	know [facts]	tanawa	tanawa	t a n a + w a		652
3044	Marubo	know [facts]	tana	tana	t a n a		652
3045	Katukina	know [facts]	tana	tana	t a n a		652
3046	Shipibo_Konibo	know [facts]	unan	unan	u n a n		651
3047	Kapanawa	know [facts]	unan	unan	u n a n		651
3048	Shanenawa	know [facts]	tapian	tapin	t a p i n		650
3049	Yawanawa	know [facts]	tapin	tapin	t a p i n		650
3050	Iskonawa	know [facts]	unan	unan	u n a n		651
3051	Chakobo	know [facts]	ka?ɨ	kaʔɨ	k a ʔ ɨ		654
3052	Kakataibo	know [facts]	unan	unan	u n a n		651
3053	Kaxarari	know [facts]	hayusĩ	hayusĩ	h a j u s ĩ		655
3054	Mastanawa	know [facts]	tapja	tapi	t a p i		650
3055	Chaninawa	know [facts]	tapi	tapi	t a p i		650
3056	Sharanawa	know [facts]	tapian	tapin	t a p i n		650
3057	Amawaka	know [facts]	unan	unan	u n a n		651
3058	Nawa	know [facts]	tapi	tapi	t a p i		650
3059	Marinawa	know [facts]	tapi	tapi	t a p i		650
3060	Yaminawa	know [facts]	tapĩ	tapĩ	t a p ĩ		650
3061	Kashinawa_P	know [facts]	unan	unan	u n a n		651
3062	Kashinawa_P	know [facts]	tapi	tapi	t a p i		650
3063	Kashinawa_B	know [facts]	tapĩ	tapĩ	t a p ĩ		650
3064	Araona	know [facts]	ba	ba	b a		653
1375	Matses	lake	tʃian	tʃian	tʃ i a n		579
1376	Matis	lake	tʃan	tʃan	tʃ a n		579
1377	Marubo	lake	jan	jan	j a n		658
1378	Katukina	lake	ian	ian	i a n		658
1379	Shipibo_Konibo	lake	yan	yan	j a n		658
1380	Kapanawa	lake	ian	ian	i a n		658
1381	Shanenawa	lake	ian	ian	i a n		658
1382	Yawanawa	lake	ian	ian	i a n		658
1383	Iskonawa	lake	j̃ã	j̃ã	j ã		658
1384	Chakobo	lake	ianɨ	ianɨ	i a n ɨ		658
1385	Pakawara	lake	iyana	iyana	i j a n a		658
1386	Kakataibo	lake	ian	ian	i a n		658
1387	Kaxarari	lake	iyanãtʃua	iyanãtʃua	i j a n + ã tʃ u a		658
1388	Kaxarari	lake	janɨ	janɨ	j a n ɨ		658
1389	Mastanawa	lake	ɨdɨ	ɨdɨ	ɨ d ɨ		660
1390	Chaninawa	lake	ija	ija	i j a		658
1391	Sharanawa	lake	ij̃ã	ij̃ã	i j̃ ã		658
1392	Amawaka	lake	inja	inja	i n j a		658
1393	Nawa	lake	ĩjã	ĩjã	ĩ j ã		658
1394	Marinawa	lake	iña	iña	i ɲ a		658
1395	Yaminawa	lake	ĩja	ĩja	ĩ j a		658
1396	Kashinawa_P	lake	ia	ia	i a		658
1397	Kashinawa_B	lake	iã	iã	i ã		658
1398	Araona	lake	bai	bai	b a i		659
3118	Matses	laugh	mamɨn	mamɨn	m a m ɨ n		669
3119	Matis	laugh	den	den	d e n		670
3120	Marubo	laugh	usan	usan	u s a n		661
3121	Katukina	laugh	hiwer	hiwer	h i w e r		671
3122	Shipibo_Konibo	laugh	usan	usan	u s a n		661
3123	Kapanawa	laugh	usan	usan	u s a n		661
3124	Kapanawa	laugh	βitsati	βitsati	β i ts a t i		663
3125	Shanenawa	laugh	ʂutʃi	ʂutʃi	ʂ u tʃ i		662
3126	Yawanawa	laugh	uʃan	uʃan	u ʃ a n		661
3127	Poyanawa	laugh	βitsa	βitsa	β i ts a		668
3128	Chakobo	laugh	usa	usa	u s a		661
3129	Chakobo	laugh	tsiri	tsiri	ts i r i		667
3130	Kakataibo	laugh	usan	usan	u s a n		661
3131	Kaxarari	laugh	usan	usan	u s a n		661
3132	Mastanawa	laugh	ɸitsa	ɸitsa	ɸ i ts a		663
3133	Chaninawa	laugh	ʂɨt͡ʃi	ʂɨt͡ʃi	ʂ ɨ tʃ i		662
3134	Sharanawa	laugh	ʂɨt͡ʃi	ʂɨt͡ʃi	ʂ ɨ tʃ i		662
3135	Amawaka	laugh	mɨka	mɨka	m ɨ k a		666
3136	Nawa	laugh	sɨʧi	sɨʧi	s ɨ tʃ i		662
3137	Nawa	laugh	ɸitsa	ɸitsa	ɸ i ts a		663
3138	Marinawa	laugh	sɨʧi	sɨʧi	s ɨ tʃ i		662
3139	Yaminawa	laugh	ɸitsaj	ɸitsa	ɸ i ts a		663
3140	Kashinawa_P	laugh	usa	usa	u s a		661
3141	Kashinawa_B	laugh	uʂɨĩ	uʂɨĩ	u ʂ ɨ ĩ		661
3142	Araona	laugh	izibati	izibati	i z i b a t i		664
1126	Matses	leaf	podo	podo	p o d o		675
1127	Matis	leaf	podo	podo	p o d o		675
1128	Marubo	leaf	pɨi	pɨi	p ɨ + i		673
1129	Katukina	leaf	pei	pei	p e + i		673
1130	Shipibo_Konibo	leaf	pɨi	pɨi	p ɨ + i		673
1131	Kapanawa	leaf	pɨi	pɨi	p ɨ + i		673
1132	Shanenawa	leaf	pɨj	pɨj	p ɨ + j		673
1133	Yawanawa	leaf	pɨi	pɨi	p ɨ + i		673
1134	Nukini	leaf	mãnɨ	mãnɨ	m ã n ɨ		674
1135	Poyanawa	leaf	mandi	mandi	m a ⁿd i		674
1136	Iskonawa	leaf	pɨi	pɨi	p ɨ + i		673
1137	Chakobo	leaf	pɨ?i	pɨʔi	p ɨ + ʔ i		673
1138	Pakawara	leaf	pɨ?i	pɨʔi	p ɨ + ʔ i		673
1139	Kakataibo	leaf	pɨi	pɨi	p ɨ + i		673
1140	Kaxarari	leaf	himani	himani	h i + m a n i		674
1141	Mastanawa	leaf	pɨj	pɨj	p ɨ + j		673
1142	Chaninawa	leaf	ʂɨpa	ʂɨpa	ʂ ɨ p a		679
1143	Sharanawa	leaf	pɨi	pɨi	p ɨ + i		673
1144	Amawaka	leaf	mandi	mandi	m a ⁿd i		674
1145	Nawa	leaf	pɨj	pɨj	p ɨ + j		673
1146	Marinawa	leaf	pɨj	pɨj	p ɨ + j		673
1147	Yaminawa	leaf	pɨj	pɨj	p ɨ + j		673
1148	Kashinawa_P	leaf	pɨj	pɨj	p ɨ + j		673
1149	Kashinawa_B	leaf	pɨy	pɨy	p ɨ + i		673
1150	Araona	leaf	akui-iña	akuiiña	a k u iː ɲ a		604
802	Matses	leg	nidte	nidte	n i d + t e		688
803	Matis	leg	tawi	tawi	t a + w i		687
804	Marubo	leg	kiʃi	kiʃi	k i + ʃ i		682
805	Marubo	leg	itaʂɨ	itaʂɨ	i + t a ʂ ɨ		683
806	Katukina	leg	kixu	kixu	k i + x/ʂ u		682
807	Kanamari	leg	hitaʃ	hitaʃ	h i + t a ʃ		683
808	Kanamari	leg	kiʃi	kiʃi	k i + ʃ i		682
809	Shipibo_Konibo	leg	kiʃi	kiʃi	k i + ʃ i		682
810	Shipibo_Konibo	leg	witaʂ	witaʂ	w i + t a ʂ		683
811	Kapanawa	leg	kiʃi	kiʃi	k i + ʃ i		682
812	Kapanawa	leg	witaʂ	witaʂ	w i + t a ʂ		683
813	Shanenawa	leg	taɨ	taɨ	t a + ɨ		687
814	Yawanawa	leg	βitaʃ	βitaʃ	β i + t a ʃ		683
815	Nukini	leg	βiʃta	βiʃta	β i + ʃ t a		683
816	Iskonawa	leg	kiʃi	kiʃi	k i + ʃ i		682
817	Chakobo	leg	wiku	wiku	w i + k u		686
818	Pakawara	leg	wiku	wiku	w i + k u		686
819	Kakataibo	leg	kisi	kisi	k i + s i		682
820	Kaxarari	leg	witaʂɨ	witaʂɨ	w i + t a ʂ ɨ		683
821	Mastanawa	leg	kiʃi	kiʃi	k i + ʃ i		682
822	Chaninawa	leg	kiʃi	kiʃi	k i + ʃ i		682
823	Sharanawa	leg	kiʃi	kiʃi	k i + ʃ i		682
824	Sharanawa	leg	ɸitaʂɨ	ɸitaʂɨ	ɸ i + t a ʂ ɨ		683
825	Amawaka	leg	kiʃi	kiʃi	k i + ʃ i		682
826	Nawa	leg	kiʃi	kiʃi	k i + ʃ i		682
827	Nawa	leg	ɸitaʂ	ɸitaʂ	ɸ i + t a ʂ		683
828	Marinawa	leg	kiʃi	kiʃi	k i + ʃ i		682
829	Marinawa	leg	ɸitaʃi	ɸitaʃi	ɸ i + t a ʃ i		683
830	Yaminawa	leg	kiʃi	kiʃi	k i + ʃ i		682
831	Kashinawa_P	leg	kiʃi	kiʃi	k i + ʃ i		682
832	Kashinawa_B	leg	kiʂi	kiʂi	k i + ʂ i		682
833	Araona	leg	tiǰada	tiǰada	t i dʒ a d a		685
834	Araona	leg	eta	eta	e t a		684
2232	Matses	lie [be lying down]	we	we	w e		636
2233	Matis	lie [be lying down]	sukuad	sukuad	s u k u a d		617
2234	Marubo	lie [be lying down]	raka	raka	r a k a		689
2235	Katukina	lie [be lying down]	raka	raka	r a k a		689
2236	Shipibo_Konibo	lie [be lying down]	raka	raka	r a k a		689
2237	Kapanawa	lie [be lying down]	raka	raka	r a k a		689
2238	Shanenawa	lie [be lying down]	raka	raka	r a k a		689
2239	Nukini	lie [be lying down]	raka	raka	r a k a		689
2240	Poyanawa	lie [be lying down]	raka	raka	r a k a		689
2241	Iskonawa	lie [be lying down]	ɾaka	ɾaka	ɾ a k a		689
2242	Chakobo	lie [be lying down]	raka	raka	r a k a		689
2243	Pakawara	lie [be lying down]	rakat	rakat	r a k a t		689
2244	Kakataibo	lie [be lying down]	raka	raka	r a k a		689
2245	Kaxarari	lie [be lying down]	tsiso	tsiso	ts i s o		605
2246	Mastanawa	lie [be lying down]	ɾaʔaj	ɾaʔaj	ɾ a ʔ a i		689
2247	Chaninawa	lie [be lying down]	ɾaka	ɾaka	ɾ a k a		689
2248	Sharanawa	lie [be lying down]	ɾaka	ɾaka	ɾ a k a		689
2249	Amawaka	lie [be lying down]	ɾaka	ɾaka	ɾ a k a		689
2250	Nawa	lie [be lying down]	ɾaka	ɾaka	ɾ a k a		689
2251	Marinawa	lie [be lying down]	ɾaka	ɾaka	ɾ a k a		689
2252	Yaminawa	lie [be lying down]	laʔaj	laʔaj	l a ʔ a j		689
2253	Kashinawa_P	lie [be lying down]	daka	daka	d a k a		689
2254	Araona	lie [be lying down]	jawana	jawana	j a w a n a		637
3353	Matses	live	ik	ik	i k		704
3354	Matis	live	amaimen	amaimen	a m a i m e n		702
3355	Marubo	live	nisa	nisa	n i s a		701
3356	Shipibo_Konibo	live	ha	ha	h a		706
3357	Kapanawa	live	hiwɨti	hiwɨ	h i w ɨ		696
3358	Shanenawa	live	ɨnijupa	ɨnijupa	ɨ n i j u p a		705
3359	Iskonawa	live	ɨwɨ	ɨwɨ	ɨ w ɨ		696
3360	Chakobo	live	βɨsu	βɨsu	β ɨ s u		699
3361	Kakataibo	live	tso	tso	ts o		707
3362	Kaxarari	live	lui	lui	l u i		700
3363	Mastanawa	live	djaj	dia	d i a		694
3364	Chaninawa	live	dia	dia	d i a		694
3365	Sharanawa	live	di:a	dia	d i a		694
3366	Amawaka	live	inu	inu	i n u		698
3367	Nawa	live	ika	ika	i k a		704
3368	Marinawa	live	dija	dia	d i j a		694
3369	Yaminawa	live	dija	dija	d i a		694
3370	Yaminawa	live	tsawa	tsawa	ts a w a		678
3371	Kashinawa_P	live	hiwɨa	hiwɨ	h i w ɨ		696
3372	Kashinawa_B	live	hiwi	hiwi	h i w i		696
3373	Araona	live	ize	ize	i z e		695
3374	Araona	live	neti	neti	n e t i		640
3375	Araona	live	c̷eiɲeba	c̷eiɲeba	tʃ e i ɲ e b a		649
982	Matses	liver	isese	isese	i s e s e		709
983	Matis	liver	takua	takua	t a kʷ a		708
984	Marubo	liver	taka	taka	t a k a		708
985	Katukina	liver	taka	taka	t a k a		708
986	Shipibo_Konibo	liver	taka	taka	t a k a		708
987	Kapanawa	liver	taka	taka	t a k a		708
988	Shanenawa	liver	taka	taka	t a k a		708
989	Yawanawa	liver	taka	taka	t a k a		708
990	Nukini	liver	taka	taka	t a k a		708
991	Poyanawa	liver	taka	taka	t a k a		708
992	Iskonawa	liver	taka	taka	t a k a		708
993	Chakobo	liver	taka	taka	t a k a		708
994	Pakawara	liver	taka	taka	t a k a		708
995	Kakataibo	liver	takwa	takwa	t a kʷ a		708
996	Kaxarari	liver	taka	taka	t a k a		708
997	Mastanawa	liver	taʔa	taʔa	t a ʔ a		708
998	Chaninawa	liver	taka	taka	t a k a		708
999	Sharanawa	liver	taka	taka	t a k a		708
1000	Amawaka	liver	tança	tança	t a n ç a		708
1001	Nawa	liver	taka	taka	t a k a		708
1002	Marinawa	liver	taka	taka	t a k a		708
1003	Yaminawa	liver	taʔa	taʔa	t a ʔ a		708
1004	Kashinawa_P	liver	taka	taka	t a k a		708
1005	Kashinawa_B	liver	taka	taka	t a k a		708
1006	Araona	liver	takʷa	takʷa	t a kʷ a		708
4098	Matses	long	ɨnapen	ɨnapen	ɨ n a p e n		720
4099	Matis	long	ʂunu	ʂunu	ʂ u n u		719
4100	Marubo	long	kɨja	kɨja	k ɨ j a		718
4101	Shipibo_Konibo	long	nɨnkɨ	nɨnkɨ	n ɨ n k ɨ		713
4102	Kapanawa	long	nɨnkɨ	nɨnkɨ	n ɨ n k ɨ		713
4103	Kapanawa	long	tʃai	tʃai	tʃ a i		681
4104	Yawanawa	long	ɨwapa	ɨwapa	ɨ w a p a		711
4105	Nukini	long	ʃai	ʃai	ʃ a i		681
4106	Poyanawa	long	hukumba	hukumba	h u k u m b a		721
4107	Iskonawa	long	ʧainɨwan	ʧainɨwan	tʃ a i n ɨ w a n		681
4108	Chakobo	long	tɨtɨka	tɨtɨka	t ɨ t ɨ k a		722
