ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	AUTOCOGID	AUTOSCAID
457	Shanenawa	head	mapu	mapu	m a p u		347	255
458	Yawanawa	head	mapu	mapu	m a p u		347	255
459	Nukini	head	mapu	mapu	m a p u		347	255
460	Poyanawa	head	βuhka	βuhka	β u h k a		348	256
461	Iskonawa	head	βuhka	βuhka	β u h k a		348	256
462	Chakobo	head	mapu	mapu	m a p u		347	255
463	Pakawara	head	mapu	mapu	m a p u		347	255
464	Kakataibo	head	maʂka	maʂka	m a ʂ k a		348	256
465	Kaxarari	head	wɨʂkata	wɨʂkata	w u ʂ k a t a		348	256
466	Mastanawa	head	bapu	bapu	b a p u		347	255
467	Chaninawa	head	βasakati	βasakati	β a !sa/s k a t i		348	256
468	Sharanawa	head	bapu	bapu	b a p u		347	255
469	Amawaka	head	mapu	mapu	m a p u		347	255
470	Nawa	head	ba:pu	ba:pu	b aː p u		347	255
471	Marinawa	head	bapu	bapu	b a p u		347	255
472	Marinawa	head	ɸuʂka	ɸuʂka	ɸ u ʂ k a		348	256
473	Yaminawa	head	bapu	bapu	b a p u		347	255
474	Kashinawa_P	head	βuʂka	βuʂka	β u ʂ k a		348	256
475	Kashinawa_B	head	βuʂka	βuʂka	β u ʂ k a		348	256
2923	Matses	hear	tantia	tantia	t a n t i a		351	257
2924	Matis	hear	kuak	kuak	k u a k		350	257
2925	Marubo	hear	ninkan	ninkan	n i n k a n		349	257
2926	Katukina	hear	ninka	ninka	n i n k a		349	257
2927	Shipibo_Konibo	hear	ninkat	ninkat	n i n k a t		349	257
2928	Kapanawa	hear	ninka	ninka	n i n k a		349	257
2929	Arara	hear	dika	dika	d i k a		349	257
2930	Shanenawa	hear	ninka	ninka	n i n k a		349	257
2931	Yawanawa	hear	nika	nika	n i k a		349	257
2932	Poyanawa	hear	tapi	tapi	t a p i		352	257
2933	Iskonawa	hear	nika	nika	n i k a		349	257
2934	Chakobo	hear	nika	nika	n i k a		349	257
2935	Kakataibo	hear	kwa	kwa	kʷ a		349	257
2936	Kaxarari	hear	ka	ka	k a		349	257
2937	Mastanawa	hear	djaj	dia	d i a		349	257
2938	Chaninawa	hear	dikaj	dikaj	d i k a dʒ		349	257
2939	Sharanawa	hear	dikai	dika	d i k a		349	257
2940	Amawaka	hear	ninkaj	ninkaj	n i n k a dʒ		349	257
2941	Nawa	hear	dika	dika	d i k a		349	257
2942	Marinawa	hear	dika	dika	d i k a		349	257
2943	Yaminawa	hear	diʔa	diʔa	d i ʔ a		349	257
2944	Kashinawa_P	hear	ninka	ninka	n i n k a		349	257
2945	Kashinawa_B	hear	nĩkai	nĩka	n ĩ k a		349	257
922	Matses	heart	winte	uinte	u i n t e		353	258
923	Matis	heart	winte	uinte	u i n t e		353	258
924	Marubo	heart	winti	winti	w i n t i		353	258
925	Katukina	heart	winti	winti	w i n t i		353	258
926	Shipibo_Konibo	heart	huinti	huinti	h u i n t i		353	258
927	Kapanawa	heart	hwinti	hwinti	h u i n t i		353	258
928	Arara	heart	ũti	ũti	ũ t i		353	258
929	Shanenawa	heart	uinti	uinti	u i n t i		353	258
930	Yawanawa	heart	ũĩti	ũĩti	ũ ĩ t i		353	258
931	Nukini	heart	kɨpĩ	kɨpĩ	k ɨ p ĩ		355	260
932	Poyanawa	heart	ũĩti	ũĩti	ũ ĩ t i		353	258
933	Iskonawa	heart	ũĩti	ũĩti	ũ ĩ t i		353	258
934	Chakobo	heart	huiti	huiti	h u i t i		353	258
935	Pakawara	heart	huwiti	huwiti	h u w i t i		353	258
936	Kakataibo	heart	nuitu	nuitu	n u i t u		353	258
937	Kaxarari	heart	hɨya	hɨya	h ɨ j a		354	259
938	Mastanawa	heart	uɨnti	uɨnti	u ɨ n t i		353	258
939	Chaninawa	heart	uĩti	uĩti	u ĩ t i		353	258
940	Sharanawa	heart	ũĩti	ũĩti	ũ ĩ t i		353	258
941	Amawaka	heart	huinti	huinti	h u i n t i		353	258
942	Nawa	heart	uɨnti	uɨnti	u ɨ n t i		353	258
943	Marinawa	heart	uɨnti	uɨnti	u ɨ n t i		353	258
944	Yaminawa	heart	uwɨti	uwɨti	u w ɨ t i		353	258
945	Kashinawa_P	heart	ɸujnti	ɸujnti	ɸ u j/i n t i		353	258
946	Kashinawa_B	heart	huĩti	huĩti	h u ĩ t i		353	258
3353	Matses	heavy	iwɨ	iwɨ	i w ɨ		356	263
3354	Matis	heavy	iwɨ	iwɨ	i w ɨ		356	263
3355	Marubo	heavy	ɨwɨ	ɨwɨ	ɨ w ɨ		356	263
3356	Katukina	heavy	ewe	ewe	e w e		356	263
3357	Shipibo_Konibo	heavy	ɨwɨ	ɨwɨ	ɨ w ɨ		356	263
3358	Kapanawa	heavy	iwɨ	iwɨ	i w ɨ		356	263
3359	Arara	heavy	juitapa	juitapa	j u i t a p a		357	262
3360	Shanenawa	heavy	juitapa	juitapa	j u i t a p a		357	262
3361	Yawanawa	heavy	iwɨ	iwɨ	i w ɨ		356	263
3362	Iskonawa	heavy	hakama	hakama	h a k a m a		358	264
3363	Chakobo	heavy	iwɨ	iwɨ	i w ɨ		356	263
3364	Pakawara	heavy	iwɨ	iwɨ	i w ɨ		356	263
3365	Kakataibo	heavy	iɨ	iɨ	i ɨ		356	265
3366	Kaxarari	heavy	naiwɨ	naiwɨ	n a i w ɨ		356	263
3367	Mastanawa	heavy	ɨwɨ	ɨwɨ	ɨ w ɨ		356	263
3368	Chaninawa	heavy	ɨwɨ	ɨwɨ	ɨ w ɨ		356	263
3369	Sharanawa	heavy	ɨwɨ	ɨwɨ	ɨ w ɨ		356	263
3370	Amawaka	heavy	ijɨ	ijɨ	i j ɨ		356	261
3371	Nawa	heavy	ɨwɨ	ɨwɨ	ɨ w ɨ		356	263
3372	Marinawa	heavy	iwɨ	iwɨ	i w ɨ		356	263
3373	Yaminawa	heavy	ɨwɨ	ɨwɨ	ɨ w ɨ		356	263
3374	Kashinawa_P	heavy	ʂankama	ʂankama	ʂ a n k a m a		358	264
3375	Kashinawa_B	heavy	ʂãkama	ʂãkama	ʂ ã k a m a		358	264
3781	Matses	here	nɨ	nɨ	n ɨ		359	266
3782	Matis	here	nɨ	nɨ	n ɨ		359	266
3783	Marubo	here	nɨnu	nɨnu	n ɨ n u		359	266
3784	Katukina	here	nenu	nɨnu	n ɨ n u		359	266
3785	Katukina	here	ninu	ninu	n i n u		359	266
3786	Shipibo_Konibo	here	nɨ	nɨ	n ɨ		359	266
3787	Kapanawa	here	nɨnu	nɨnu	n ɨ n u		359	266
3788	Kapanawa	here	nɨaβi	nɨaβi	n ɨ a β i		359	266
3789	Arara	here	nandu	nandu	n a ⁿd u		359	266
3790	Shanenawa	here	nɨnu	nɨnu	n ɨ n u		359	266
3791	Yawanawa	here	nɨnu	nɨnu	n ɨ n u		359	266
3792	Poyanawa	here	nĩdu	nindu	n i nd u		359	266
3793	Iskonawa	here	ninu	ninu	n i n u		359	266
3794	Chakobo	here	nëa	nɨa	n ɨ a		359	266
3795	Chakobo	here	nëbi	nɨbi	n ɨ b i		359	266
3796	Chakobo	here	nëri	nɨri	n ɨ r i		359	266
3797	Kakataibo	here	ɨnu	ɨnu	ɨ n u		359	266
3798	Mastanawa	here	dɨdu	dɨdu	d ɨ d u		359	267
3799	Chaninawa	here	tɨdu	tɨdu	t ɨ d u		359	267
3800	Sharanawa	here	dɨdu	dɨdu	d ɨ d u		359	267
3801	Amawaka	here	nɨndu	nɨndu	n ɨ ⁿd u		359	266
3802	Nawa	here	dɨdu	dɨdu	d ɨ d u		359	267
3803	Marinawa	here	dɨndu	dɨndu	d ɨ ⁿd u		359	267
3804	Yaminawa	here	dɨdu	dɨdu	d ɨ d u		359	267
3805	Kashinawa_P	here	nɨnu	nɨnu	n ɨ n u		359	266
2644	Matses	hit	kues	kues	k u e s		361	269
2645	Matis	hit	kues	kues	k u e s		361	269
2646	Marubo	hit	riʃki	riʃki	r i ʃ k i		364	272
2647	Katukina	hit	rixki	rixki	r i x/ʂ k i		364	272
2648	Shipibo_Konibo	hit	riʃki	riʃki	r i ʃ k i		364	272
2649	Kapanawa	hit	riʃki	riʃki	r i ʃ k i		364	272
2650	Arara	hit	kɨʃa	kɨʃa	k ɨ ʃ a		361	269
2651	Shanenawa	hit	kuʂa	kuʂa	k u ʂ a		361	269
2652	Yawanawa	hit	kuʃa	kuʃa	k u ʃ a		361	269
2653	Poyanawa	hit	burutu	burutu	b u r u t u		365	273
2654	Iskonawa	hit	mɨ	mɨ	m ɨ		360	268
2655	Chakobo	hit	tʃaka	tʃaka	tʃ a k a		362	270
2656	Chakobo	hit	tuʂ	tuʂ	t u ʂ		366	270
2657	Chakobo	hit	raʃi	raʃi	r a ʃ i		367	272
2658	Kakataibo	hit	mɨ	mɨ	m ɨ		360	268
2659	Mastanawa	hit	kuʂa	kuʂa	k u ʂ a		361	269
2660	Chaninawa	hit	sɨtɨ	sɨtɨ	s ɨ t ɨ		363	271
2661	Chaninawa	hit	kuʃa	kuʃa	k u ʃ a		361	269
2662	Sharanawa	hit	t͡sɨtɨ	t͡sɨtɨ	ts ɨ t ɨ		363	271
2663	Amawaka	hit	mɨʔɨ	mɨʔɨ	m ɨ ʔ ɨ		360	268
2664	Nawa	hit	sɨtɨj	sɨtɨ	s ɨ t ɨ		363	271
2665	Marinawa	hit	sɨtɨ	sɨtɨ	s ɨ t ɨ		363	271
2666	Yaminawa	hit	sɨtɨ	sɨtɨ	s ɨ t ɨ		363	271
2667	Kashinawa_P	hit	ʧaka	ʧaka	tʃ a k a		362	270
2391	Matses	hold [in hand]	sanan	sanan	s a n a n		372	278
2392	Matis	hold [in hand]	tɨdin	tɨdin	t ɨ d i n		371	274
2393	Marubo	hold [in hand]	tuin	tuin	t u i n		371	277
2394	Katukina	hold [in hand]	tuyna	tuina	t u i n a		371	277
2395	Shipibo_Konibo	hold [in hand]	βi	βi	β i		370	276
2396	Kapanawa	hold [in hand]	βi	βi	β i		370	276
2397	Shanenawa	hold [in hand]	tʃuma	tʃuma	tʃ u m a		369	277
2398	Iskonawa	hold [in hand]	achi	achi	a tʃ i		368	274
2399	Chakobo	hold [in hand]	atʃa	atʃa	a tʃ a		368	274
2400	Kakataibo	hold [in hand]	tuin	βi	β i		370	276
2401	Mastanawa	hold [in hand]	aʧi	aʧi	a tʃ i		368	274
2402	Chaninawa	hold [in hand]	t͡suba	t͡suba	ts u b a		369	275
2403	Sharanawa	hold [in hand]	t͡suba	t͡suba	ts u b a		369	275
2404	Amawaka	hold [in hand]	at͡ʃi	at͡ʃi	a tʃ i		368	274
2405	Nawa	hold [in hand]	aʧi	aʧi	a tʃ i		368	274
2406	Marinawa	hold [in hand]	jata	jata	j a t a		368	274
2407	Yaminawa	hold [in hand]	aʧi	aʧi	a tʃ i		368	274
2408	Kashinawa_P	hold [in hand]	tsuma	tsuma	ts u m a		369	275
4240	Matses	how [interr.]	midapad	midapad	m i d a p a d		379	280
4241	Matis	how [interr.]	mitsipadentsi	mitsipadentsi	m i ts i p a d e n ts i		378	280
4242	Marubo	how [interr.]	awɨ	awɨ	a w ɨ		375	279
4243	Shipibo_Konibo	how [interr.]	hawɨkɨska	hawɨkɨska	h a w ɨ k ɨ s k a		375	279
4244	Kapanawa	how [interr.]	hɨnkɨtsa	hɨnkɨtsa	h ɨ n k ɨ ts a		377	279
4245	Shanenawa	how [interr.]	haska	haska	h a s k a		375	279
4246	Yawanawa	how [interr.]	auɨsa	awɨsa	a w ɨ s a		375	279
4247	Poyanawa	how [interr.]	auarra	auarra	a u a r a		380	281
4248	Iskonawa	how [interr.]	ahujakɨsa	ahujakɨsa	a h u j a k ɨ s a		373	279
4249	Chakobo	how [interr.]	hɨnawa	hɨnawa	h ɨ n a w a		374	279
4250	Kakataibo	how [interr.]	uisao	uisao	u i s a o		376	279
4251	Mastanawa	how [interr.]	awɨskaj	awɨska	a w ɨ s k a		375	279
4252	Chaninawa	how [interr.]	awɨska	awɨska	a w ɨ s k a		375	279
4253	Sharanawa	how [interr.]	awɨska	awɨska	a w ɨ s k a		375	279
4254	Amawaka	how [interr.]	kɨsa	kɨsa	k ɨ s a		373	279
4255	Nawa	how [interr.]	awɨska	awɨska	a w ɨ s k a		375	279
4256	Marinawa	how [interr.]	awɨskamɨ	awɨskamɨ	a w ɨ s k a m ɨ		375	279
4257	Marinawa	how [interr.]	awɨskaki	awɨskaki	a w ɨ s k a k i		375	279
4258	Yaminawa	how [interr.]	awɨkaʂu	awɨkaʂu	a w ɨ k a ʂ u		375	279
4259	Kashinawa_P	how [interr.]	haska	haska	h a s k a		375	279
3063	Matses	hunt	kapu	kapu	k a p u		388	287
3064	Matis	hunt	kapo	kapo	k a p o		388	287
3065	Marubo	hunt	nika	nika	n i k a		382	284
3066	Katukina	hunt	nii	nii	n iː		382	284
3067	Shipibo_Konibo	hunt	yumera	yumera	j u m e r a		385	285
3068	Kapanawa	hunt	yumɨra	yumɨra	j u m ɨ r a		385	285
3069	Arara	hunt	di	di	d i		382	283
3070	Shanenawa	hunt	ni	ni	n i		382	284
3071	Nukini	hunt	aiβũ	aiβũ	a i β ũ		389	288
3072	Chakobo	hunt	pasu	pasu	p a s u		383	282
3073	Kakataibo	hunt	ɲu ʔa	ɲu ʔa	ɲ u ʔ a		384	284
3074	Kaxarari	hunt	utʃa	utʃa	u tʃ a		387	283
3075	Mastanawa	hunt	dja	di	d i		382	283
3076	Chaninawa	hunt	di:ka	dika	d i k a		382	284
3077	Sharanawa	hunt	ɾɨtɨ	ɾɨtɨ	ɾ ɨ t ɨ		382	283
3078	Amawaka	hunt	bi ʔana	biʔana	b i ʔ a n a		381	282
3079	Amawaka	hunt	ɾɨtɨ	ɾɨtɨ	ɾ ɨ t ɨ		382	283
3080	Nawa	hunt	di ka	di ka	d i k a		382	284
3081	Marinawa	hunt	ɾɨtɨ	ɾɨtɨ	ɾ ɨ t ɨ		382	283
3082	Yaminawa	hunt	mɨpɨnaj	mɨpɨna	m ɨ p ɨ n a		381	289
3083	Kashinawa_P	hunt	tsaka	tsaka	ts a k a		382	284
3084	Kashinawa_B	hunt	piajaka	piajaka	p i a j a k a		386	286
273	Matses	husband	βɨnɨ	βɨnɨ	β ɨ n ɨ		390	290
274	Matis	husband	βɨnɨ	βɨnɨ	β ɨ n ɨ		390	290
275	Marubo	husband	βɨnɨ	βɨnɨ	β ɨ n ɨ		390	290
276	Katukina	husband	βuni	βuni	β u n i		390	290
277	Shipibo_Konibo	husband	βɨnɨ	βɨnɨ	β ɨ n ɨ		390	290
278	Kapanawa	husband	βɨnɨ	βɨnɨ	β ɨ n ɨ		390	290
279	Shanenawa	husband	ɸɨnɨ	ɸɨnɨ	ɸ ɨ n ɨ		390	290
280	Yawanawa	husband	βɨnɨ	βɨnɨ	β ɨ n ɨ		390	290
281	Nukini	husband	βɨnɨ	βɨnɨ	β ɨ n ɨ		390	290
282	Poyanawa	husband	βɨdɨ	βɨdɨ	β ɨ d ɨ		390	290
283	Iskonawa	husband	βɨnɨ	βɨnɨ	β ɨ n ɨ		390	290
284	Chakobo	husband	βɨnɨ	βɨnɨ	β ɨ n ɨ		390	290
285	Pakawara	husband	wɨnɨ	wɨnɨ	w ɨ n ɨ		390	290
286	Kakataibo	husband	βɨnɨ	βɨnɨ	β ɨ n ɨ		390	290
287	Kaxarari	husband	wɨnɨ	wɨnɨ	w ɨ n ɨ		390	290
288	Mastanawa	husband	ɨnhuɨdɨ	ɨnhuɨdɨ	ɨ n w ɨ d ɨ		390	290
289	Chaninawa	husband	dukuɸɨdɨ	dukuɸɨdɨ	d u k u ɸ ɨ d ɨ		390	290
290	Chaninawa	husband	ɨwɨɸɨdɨ	ɨwɨɸɨdɨ	ɨ w ɨ ɸ ɨ d ɨ		390	290
291	Sharanawa	husband	ɸɨdɨ	ɸɨdɨ	ɸ ɨ d ɨ		390	290
292	Amawaka	husband	wɨndɨ	wɨndɨ	w ɨ ⁿd ɨ		390	290
293	Nawa	husband	ɸɨdɨ	ɸɨdɨ	ɸ ɨ d ɨ		390	290
294	Marinawa	husband	ɸɨndi	ɸɨndi	ɸ ɨ ⁿd i		390	290
295	Yaminawa	husband	wɨdɨ	wɨdɨ	w ɨ d ɨ		390	290
296	Kashinawa_P	husband	βɨni	βɨni	β ɨ n i		390	290
297	Kashinawa_B	husband	βɨnɨ	βɨnɨ	β ɨ n ɨ		390	290
2618	Matses	kill	ak	ak	a k		398	292
2619	Matis	kill	ak	ak	a k		398	292
2620	Marubo	kill	jamama	jamama	j a m a m a		397	294
2621	Katukina	kill	atan	atan	a t a n		395	291
2622	Katukina	kill	maki	maki	m a k i		393	292
2623	Shipibo_Konibo	kill	rɨtɨ	rɨtɨ	r ɨ t ɨ		391	291
2624	Kapanawa	kill	rɨtɨ	rɨtɨ	r ɨ t ɨ		391	291
2625	Arara	kill	rɨtɨ	rɨtɨ	r ɨ t ɨ		391	291
2626	Shanenawa	kill	rɨtɨ	rɨtɨ	r ɨ t ɨ		391	291
2627	Yawanawa	kill	rɨtɨ	rɨtɨ	r ɨ t ɨ		391	291
2628	Nukini	kill	rɨtɨ	rɨtɨ	r ɨ t ɨ		391	291
2629	Poyanawa	kill	kuja	kuja	k u j a		399	292
2630	Iskonawa	kill	marɨ	marɨ	m a r ɨ		393	292
2631	Chakobo	kill	kaka	kaka	k a k a		392	292
2632	Chakobo	kill	tɨpas	tɨpas	t ɨ p a s		400	295
2633	Pakawara	kill	aha	aha	a h a		396	293
2634	Kakataibo	kill	rɨ	rɨ	r ɨ		391	291
2635	Kaxarari	kill	?a	ʔa	ʔ a		396	293
2636	Mastanawa	kill	ɾɨtɨ	ɾɨtɨ	ɾ ɨ t ɨ		391	291
2637	Chaninawa	kill	ɾɨtɨ	ɾɨtɨ	ɾ ɨ t ɨ		391	291
2638	Sharanawa	kill	ɾɨtɨ	ɾɨtɨ	ɾ ɨ t ɨ		391	291
2639	Amawaka	kill	ɾɨtɨ	ɾɨtɨ	ɾ ɨ t ɨ		391	291
2640	Nawa	kill	ɾɨtɨj	ɾɨtɨ	ɾ ɨ t ɨ		391	291
2641	Marinawa	kill	ɾɨtɨ	ɾɨtɨ	ɾ ɨ t ɨ		391	291
2642	Yaminawa	kill	ɾɨtɨ	ɾɨtɨ	ɾ ɨ t ɨ		391	291
2643	Kashinawa_P	kill	tɨnja	tɨnia	t ɨ n j a		394	291
2967	Matses	know [facts]	tantia	tanti	t a n t i a		404	296
2968	Matis	know [facts]	tanawa	tanawa	t a n a w a		404	296
2969	Marubo	know [facts]	tana	tana	t a n a		404	296
2970	Katukina	know [facts]	tana	tana	t a n a		404	296
2971	Shipibo_Konibo	know [facts]	unan	unan	u n a n		401	296
2972	Kapanawa	know [facts]	unan	unan	u n a n		401	296
2973	Arara	know [facts]	tapi	tapi	t a p i		402	297
2974	Shanenawa	know [facts]	tapian	tapin	t a p i n		402	297
2975	Yawanawa	know [facts]	tapin	tapin	t a p i n		402	297
2976	Iskonawa	know [facts]	unan	unan	u n a n		401	296
2977	Chakobo	know [facts]	ka?ɨ	kaʔɨ	k a ʔ ɨ		403	298
2978	Kakataibo	know [facts]	unan	unan	u n a n		401	296
2979	Kaxarari	know [facts]	hayusĩ	hayusĩ	h a j u s ĩ		405	299
2980	Mastanawa	know [facts]	tapja	tapi	t a p i		402	297
2981	Chaninawa	know [facts]	tapi	tapi	t a p i		402	297
2982	Sharanawa	know [facts]	tapian	tapin	t a p i n		402	297
2983	Amawaka	know [facts]	unan	unan	u n a n		401	296
2984	Nawa	know [facts]	tapi	tapi	t a p i		402	297
2985	Marinawa	know [facts]	tapi	tapi	t a p i		402	297
2986	Yaminawa	know [facts]	tapĩ	tapĩ	t a p ĩ		402	297
2987	Kashinawa_P	know [facts]	unan	unan	u n a n		401	296
2988	Kashinawa_P	know [facts]	tapi	tapi	t a p i		402	297
2989	Kashinawa_B	know [facts]	tapĩ	tapĩ	t a p ĩ		402	297
1358	Matses	lake	tʃian	tʃian	tʃ i a n		407	301
1359	Matis	lake	tʃan	tʃan	tʃ a n		407	302
1360	Marubo	lake	jan	jan	j a n		406	300
1361	Katukina	lake	ian	ian	i a n		407	301
1362	Shipibo_Konibo	lake	yan	yan	j a n		406	300
1363	Kapanawa	lake	ian	ian	i a n		407	301
1364	Arara	lake	ĩã	ĩã	ĩ ã		407	301
1365	Shanenawa	lake	ian	ian	i a n		407	301
1366	Yawanawa	lake	ian	ian	i a n		407	301
1367	Iskonawa	lake	j̃ã	j̃ã	j ã		406	300
1368	Chakobo	lake	ianɨ	ianɨ	i a n ɨ		407	301
1369	Pakawara	lake	iyana	iyana	i j a n a		406	300
1370	Kakataibo	lake	ian	ian	i a n		407	301
1371	Kaxarari	lake	iyanãtʃua	iyanãtʃua	i j a n ã tʃ u a		406	300
1372	Kaxarari	lake	janɨ	janɨ	j a n ɨ		406	300
1373	Mastanawa	lake	ɨdɨ	ɨdɨ	ɨ d ɨ		408	302
1374	Chaninawa	lake	ija	ija	i j a		406	300
1375	Sharanawa	lake	ij̃ã	ij̃ã	i j̃ ã		406	300
1376	Amawaka	lake	inja	inja	i n j a		406	300
1377	Nawa	lake	ĩjã	ĩjã	ĩ j ã		406	300
1378	Marinawa	lake	iña	iña	i ɲ a		407	301
1379	Yaminawa	lake	ĩja	ĩja	ĩ j a		406	300
1380	Kashinawa_P	lake	ia	ia	i a		407	301
1381	Kashinawa_B	lake	iã	iã	i ã		407	301
3038	Matses	laugh	mamɨn	mamɨn	m a m ɨ n		415	308
3039	Matis	laugh	den	den	d e n		414	305
3040	Marubo	laugh	usan	usan	u s a n		411	305
3041	Katukina	laugh	hiwer	hiwer	h i w e r		412	306
3042	Shipibo_Konibo	laugh	usan	usan	u s a n		411	305
3043	Kapanawa	laugh	usan	usan	u s a n		411	305
3044	Kapanawa	laugh	βitsati	βitsati	β i ts a t i		413	304
3045	Arara	laugh	ʃɨtʃa	ʃɨtʃa	ʃ ɨ tʃ a		410	304
3046	Shanenawa	laugh	ʂutʃi	ʂutʃi	ʂ u tʃ i		410	304
3047	Yawanawa	laugh	uʃan	uʃan	u ʃ a n		411	305
3048	Poyanawa	laugh	βitsa	βitsa	β i ts a		413	307
3049	Chakobo	laugh	usa	usa	u s a		411	305
3050	Chakobo	laugh	tsiri	tsiri	ts i r i		416	309
3051	Kakataibo	laugh	usan	usan	u s a n		411	305
3052	Kaxarari	laugh	usan	usan	u s a n		411	305
3053	Mastanawa	laugh	ɸitsa	ɸitsa	ɸ i ts a		413	307
3054	Chaninawa	laugh	ʂɨt͡ʃi	ʂɨt͡ʃi	ʂ ɨ tʃ i		410	304
3055	Sharanawa	laugh	ʂɨt͡ʃi	ʂɨt͡ʃi	ʂ ɨ tʃ i		410	304
3056	Amawaka	laugh	mɨka	mɨka	m ɨ k a		409	303
3057	Nawa	laugh	sɨʧi	sɨʧi	s ɨ tʃ i		410	304
3058	Nawa	laugh	ɸitsa	ɸitsa	ɸ i ts a		413	307
3059	Marinawa	laugh	sɨʧi	sɨʧi	s ɨ tʃ i		410	304
3060	Yaminawa	laugh	ɸitsaj	ɸitsa	ɸ i ts a		413	307
3061	Kashinawa_P	laugh	usa	usa	u s a		411	305
3062	Kashinawa_B	laugh	uʂɨĩ	uʂɨĩ	u ʂ ɨ ĩ		411	305
1110	Matses	leaf	podo	podo	p o d o		420	310
1111	Matis	leaf	podo	podo	p o d o		420	310
1112	Marubo	leaf	pɨi	pɨi	p ɨ i		418	312
1113	Katukina	leaf	pei	pei	p e i		418	312
1114	Shipibo_Konibo	leaf	pɨi	pɨi	p ɨ i		418	312
1115	Kapanawa	leaf	pɨi	pɨi	p ɨ i		418	312
1116	Arara	leaf	dipɨ	dipɨ	d i p ɨ		418	311
1117	Shanenawa	leaf	pɨj	pɨj	p ɨ j		421	312
1118	Yawanawa	leaf	pɨi	pɨi	p ɨ i		418	312
1119	Nukini	leaf	mãnɨ	mãnɨ	m ã n ɨ		417	310
1120	Poyanawa	leaf	mandi	mandi	m a ⁿd i		417	310
1121	Iskonawa	leaf	pɨi	pɨi	p ɨ i		418	312
1122	Chakobo	leaf	pɨ?i	pɨʔi	p ɨ ʔ i		418	312
1123	Pakawara	leaf	pɨ?i	pɨʔi	p ɨ ʔ i		418	312
1124	Kakataibo	leaf	pɨi	pɨi	p ɨ i		418	312
1125	Kaxarari	leaf	himani	himani	h i m a n i		417	310
1126	Mastanawa	leaf	pɨj	pɨj	p ɨ j		418	312
1127	Chaninawa	leaf	ʂɨpa	ʂɨpa	ʂ ɨ p a		419	311
1128	Sharanawa	leaf	pɨi	pɨi	p ɨ i		418	312
1129	Amawaka	leaf	mandi	mandi	m a ⁿd i		417	310
1130	Nawa	leaf	pɨj	pɨj	p ɨ j		418	312
1131	Marinawa	leaf	pɨj	pɨj	p ɨ j		418	312
1132	Yaminawa	leaf	pɨj	pɨj	p ɨ j		418	312
1133	Kashinawa_P	leaf	pɨj	pɨj	p ɨ j		418	312
1134	Kashinawa_B	leaf	pɨy	pɨy	p ɨ i		418	312
789	Matses	leg	nidte	nidte	n i d t e		426	317
790	Matis	leg	tawi	tawi	t a w i		425	316
791	Marubo	leg	kiʃi	kiʃi	k i ʃ i		422	313
792	Marubo	leg	itaʂɨ	itaʂɨ	i t a ʂ ɨ		423	313
793	Katukina	leg	kixu	kixu	k i ʂ u		422	313
794	Kanamari	leg	hitaʃ	hitaʃ	h i t a ʃ		423	314
795	Kanamari	leg	kiʃi	kiʃi	k i ʃ i		422	313
796	Shipibo_Konibo	leg	kiʃi	kiʃi	k i ʃ i		422	313
797	Shipibo_Konibo	leg	witaʂ	witaʂ	w i t a ʂ		423	314
798	Kapanawa	leg	kiʃi	kiʃi	k i ʃ i		422	313
799	Kapanawa	leg	witaʂ	witaʂ	w i t a ʂ		423	314
800	Arara	leg	βitaʃi	βitaʃi	β i t a ʃ i		423	314
801	Arara	leg	kiʃi	kiʃi	k i ʃ i		422	313
802	Shanenawa	leg	taɨ	taɨ	t a ɨ		425	316
803	Yawanawa	leg	βitaʃ	βitaʃ	β i t a ʃ		423	314
804	Nukini	leg	βiʃta	βiʃta	β i ʃ t a		423	314
805	Iskonawa	leg	kiʃi	kiʃi	k i ʃ i		422	313
806	Chakobo	leg	wiku	wiku	w i k u		424	315
807	Pakawara	leg	wiku	wiku	w i k u		424	315
808	Kakataibo	leg	kisi	kisi	k i s i		422	313
809	Kaxarari	leg	witaʂɨ	witaʂɨ	w i t a ʂ ɨ		423	314
810	Mastanawa	leg	kiʃi	kiʃi	k i ʃ i		422	313
811	Chaninawa	leg	kiʃi	kiʃi	k i ʃ i		422	313
812	Sharanawa	leg	kiʃi	kiʃi	k i ʃ i		422	313
813	Sharanawa	leg	ɸitaʂɨ	ɸitaʂɨ	ɸ i t a ʂ ɨ		423	314
814	Amawaka	leg	kiʃi	kiʃi	k i ʃ i		422	313
815	Nawa	leg	kiʃi	kiʃi	k i ʃ i		422	313
816	Nawa	leg	ɸitaʂ	ɸitaʂ	ɸ i t a ʂ		423	314
817	Marinawa	leg	kiʃi	kiʃi	k i ʃ i		422	313
818	Marinawa	leg	ɸitaʃi	ɸitaʃi	ɸ i t a ʃ i		423	314
819	Yaminawa	leg	kiʃi	kiʃi	k i ʃ i		422	313
820	Kashinawa_P	leg	kiʃi	kiʃi	k i ʃ i		422	313
821	Kashinawa_B	leg	kiʂi	kiʂi	k i ʂ i		422	313
2195	Matses	lie [be lying down]	we	we	w e		429	320
2196	Matis	lie [be lying down]	sukuad	sukuad	s u k u a d		427	318
2197	Marubo	lie [be lying down]	raka	raka	r a k a		427	318
2198	Katukina	lie [be lying down]	raka	raka	r a k a		427	318
2199	Shipibo_Konibo	lie [be lying down]	raka	raka	r a k a		427	318
